"publication_id","experiment_id","treatment_id","nsamp","t1","t2","w1","w2","errorw1","errorw2","igr.mu","igr.sd","fr.mu","fr.sd","prey_type","exp_id","experiment","t","main_prey","Rcomma","Temperature","case"
"kou_00",1,3,15,12,29,0.185,0.45,0.038,0.095,5.6,0.038,13.4,1.33,"mysids","kou_00_1_3","kou_00_1",20.5,"small_shrimp",0.76,19,1
"kou_01",1,1,12,4,14,NA,NA,NA,NA,0.1365188,0.3003413,0,NA,"mysids;crangon","kou_01_1_1","kou_01_1",9,"shrimp_mix",0,20,1
"kou_01",1,1,12,14,24,NA,NA,NA,NA,-1.447099,0.300342,0,NA,"mysids;crangon","kou_01_1_1","kou_01_1",19,"shrimp_mix",0,20,1
"kou_01",1,10,12,4,14,NA,NA,NA,NA,12.72355,1.31058,36,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",9,"shrimp_mix",1.14285714285714,20,1
"kou_01",1,10,12,14,24,NA,NA,NA,NA,10.86689,1.72013,31,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",19,"shrimp_mix",1.14285714285714,20,1
"kou_01",1,10,12,24,44,NA,NA,NA,NA,8.354949,2.156996,17,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",34,"shrimp_mix",1.14285714285714,20,1
"kou_01",1,11,12,4,14,NA,NA,NA,NA,13.1058,1.31058,46,NA,"mysids;crangon","kou_01_1_11","kou_01_1_",9,"shrimp_mix",1.66666666666667,20,1
"kou_01",1,2,12,4,14,NA,NA,NA,NA,0.3003413,0.1638225,1,NA,"mysids;crangon","kou_01_1_2","kou_01_1",9,"shrimp_mix",0.0285714285714286,20,1
"kou_01",1,2,12,14,24,NA,NA,NA,NA,-0.2457338,0.2730375,1,NA,"mysids;crangon","kou_01_1_2","kou_01_1",19,"shrimp_mix",0.0285714285714286,20,1
"kou_01",1,2,12,24,44,NA,NA,NA,NA,-0.1365188,0.4368601,0,NA,"mysids;crangon","kou_01_1_2","kou_01_1",34,"shrimp_mix",0.0285714285714286,20,1
"kou_01",1,3,12,4,14,NA,NA,NA,NA,1.010239,0.191126,3,NA,"mysids;crangon","kou_01_1_3","kou_01_1",9,"shrimp_mix",0.0857142857142857,20,1
"kou_01",1,3,12,14,24,NA,NA,NA,NA,0.05460751,0.1911263,3,NA,"mysids;crangon","kou_01_1_3","kou_01_1",19,"shrimp_mix",0.0857142857142857,20,1
"kou_01",1,3,12,24,44,NA,NA,NA,NA,-0.08191126,0.21842999,2,NA,"mysids;crangon","kou_01_1_3","kou_01_1",34,"shrimp_mix",0.0857142857142857,20,1
"kou_01",1,4,12,4,14,NA,NA,NA,NA,0.6825939,0.3276448,5,NA,"mysids;crangon","kou_01_1_4","kou_01_1",9,"shrimp_mix",0.142857142857143,20,1
"kou_01",1,4,12,14,24,NA,NA,NA,NA,0.5460751,0.1911263,5,NA,"mysids;crangon","kou_01_1_4","kou_01_1",19,"shrimp_mix",0.142857142857143,20,1
"kou_01",1,4,12,24,44,NA,NA,NA,NA,0.2457338,0.21843,4,NA,"mysids;crangon","kou_01_1_4","kou_01_1",34,"shrimp_mix",0.142857142857143,20,1
"kou_01",1,5,12,4,14,NA,NA,NA,NA,3.713311,1.337884,10,NA,"mysids;crangon","kou_01_1_5","kou_01_1",9,"shrimp_mix",0.285714285714286,20,1
"kou_01",1,5,12,14,24,NA,NA,NA,NA,3.822526,0.546075,9,NA,"mysids;crangon","kou_01_1_5","kou_01_1",19,"shrimp_mix",0.285714285714286,20,1
"kou_01",1,5,12,24,44,NA,NA,NA,NA,0.8464164,0.245734,6,NA,"mysids;crangon","kou_01_1_5","kou_01_1",34,"shrimp_mix",0.285714285714286,20,1
"kou_01",1,6,12,4,14,NA,NA,NA,NA,7.617747,1.365188,15,NA,"mysids;crangon","kou_01_1_6","kou_01_1",9,"shrimp_mix",0.571428571428571,20,1
"kou_01",1,6,12,14,24,NA,NA,NA,NA,6.716724,0.709898000000001,12,NA,"mysids;crangon","kou_01_1_6","kou_01_1",19,"shrimp_mix",0.571428571428571,20,1
"kou_01",1,6,12,24,44,NA,NA,NA,NA,5.460751,0.600683,8,NA,"mysids;crangon","kou_01_1_6","kou_01_1",34,"shrimp_mix",0.571428571428571,20,1
"kou_01",1,7,12,4,14,NA,NA,NA,NA,8.191126,0.518770999999999,16,NA,"mysids;crangon","kou_01_1_7","kou_01_1",9,"shrimp_mix",0.714285714285714,20,1
"kou_01",1,7,12,14,24,NA,NA,NA,NA,8.573379,0.191127,14,NA,"mysids;crangon","kou_01_1_7","kou_01_1",19,"shrimp_mix",0.714285714285714,20,1
"kou_01",1,7,12,24,44,NA,NA,NA,NA,6.662116,0.409556,10,NA,"mysids;crangon","kou_01_1_7","kou_01_1",34,"shrimp_mix",0.714285714285714,20,1
"kou_01",1,8,12,4,14,NA,NA,NA,NA,10.32082,0.791807,28,NA,"mysids;crangon","kou_01_1_8","kou_01_1",9,"shrimp_mix",0.857142857142857,20,1
"kou_01",1,8,12,14,24,NA,NA,NA,NA,9.720137,1.63823,20,NA,"mysids;crangon","kou_01_1_8","kou_01_1",19,"shrimp_mix",0.857142857142857,20,1
"kou_01",1,8,12,24,44,NA,NA,NA,NA,6.935154,0.491468,11,NA,"mysids;crangon","kou_01_1_8","kou_01_1",34,"shrimp_mix",0.857142857142857,20,1
"kou_01",1,9,12,4,14,NA,NA,NA,NA,11.87713,0.57338,30,NA,"mysids;crangon","kou_01_1_9","kou_01_1",9,"shrimp_mix",1,20,1
"kou_01",1,9,12,14,24,NA,NA,NA,NA,9.556314,0.464160000000001,22,NA,"mysids;crangon","kou_01_1_9","kou_01_1",19,"shrimp_mix",1,20,1
"kou_01",1,9,12,24,44,NA,NA,NA,NA,7.426621,0.901023,13,NA,"mysids;crangon","kou_01_1_9","kou_01_1",34,"shrimp_mix",1,20,1
"kou_02",1,1,40,19,26,0.3478992,0.6352941,0.1210084,0.1915966,8.79645081558672,0.2,NA,NA,"crangon","kou_02_1_1","kou_02_1",22.5,"medium_shrimp",1.14285714285714,20,4
"kou_02",1,1,40,26,29,0.6352941,0.7210084,0.1915966,0.0554622000000001,5.57131844436317,1.7,NA,NA,"crangon","kou_02_1_1","kou_02_1",27.5,"medium_shrimp",1.14285714285714,20,4
"kou_02",2,4,80,19,26,0.4058091,0.659751,0.0522822,0.1219917,6.82001955463755,1.9,NA,NA,"mysids","kou_02_2_4","kou_02_2",22.5,"small_shrimp",1.14285714285714,20,4
"kou_02",2,4,80,26,29,0.659751,0.7991701,0.1219917,0.0273859,6.93112765153993,0.6,NA,NA,"mysids","kou_02_2_4","kou_02_2",27.5,"small_shrimp",1.14285714285714,20,4
"kou_02",3,6,36,4,14,NA,0.300813,NA,0.0731707,8.291667,1.125,43.11,5.86,"crangon","kou_02_3_6","kou_02_3",9,"medium_shrimp",1.14285714285714,20,1
"kou_02",3,6,36,14,24,0.300813,0.9512195,0.0731707,0.0731707,8.416667,0.875,44.77,5.36,"crangon","kou_02_3_6","kou_02_3",19,"medium_shrimp",1.14285714285714,20,1
"kou_02",3,6,36,24,29,0.9512195,1.520325,0.0731707,0.105691,7.791667,0.458334000000001,38.14,2.54,"crangon","kou_02_3_6","kou_02_3",26.5,"medium_shrimp",1.14285714285714,20,1
"kou_02",3,6,36,29,34,1.520325,2.065041,0.105691,0.0975609999999999,5.541667,0.916667,33.93,1.64,"crangon","kou_02_3_6","kou_02_3",31.5,"medium_shrimp",1.14285714285714,20,1
"kou_99",1,1,5,6,16,0.2483766,0.7159091,0.02483766,0.3944806,9.31008338058201,5,15.78,1.41,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",11,"shrimp_mix",0.6,19,4
"kou_99",1,1,5,16,26,0.7159091,1.241883,0.3944806,0.336039,6.48073922846489,1.9,11.89,1.27,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",21,"shrimp_mix",0.6,19,4
"kou_99",1,1,6,26,36,1.241883,2.600649,0.336039,0.423701,7.61364483388046,0.1,10.95,1.07,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",31,"shrimp_mix",0.6,19,4
"kou_99",1,1,6,36,46,2.600649,3.711039,0.423701,1.198052,3.19078843927583,2.7,9.26,1.23,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",41,"shrimp_mix",0.6,19,4
"kou_99",1,2,6,6,16,0.2483766,0.6866883,0.02483766,0.3944806,8.79314868649791,5,27.23,2.96,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",11,"shrimp_mix",0.857142857142857,19,4
"kou_99",1,2,6,16,26,0.6866883,1.840909,0.3944806,0.540585,10.8737195893071,0.6,19.15,3.45,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",21,"shrimp_mix",0.857142857142857,19,4
"kou_99",1,2,6,26,36,1.840909,4.076299,0.540585,0.511364,8.284796020962,0.8,13.62,1.51,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",31,"shrimp_mix",0.857142857142857,19,4
"kou_99",1,2,6,36,46,4.076299,5.698052,0.511364,0.818182,3.3253805957253,0.7,10.84,0.8,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",41,"shrimp_mix",0.857142857142857,19,4
"kou_99",1,3,6,6,16,0.2775974,1.066558,0.02775974,0.3652594,12.9554544745091,3.1,30.84,4.2,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",11,"shrimp_mix",1,19,4
"kou_99",1,3,6,16,26,1.066558,1.88474,0.3652594,0.569805,5.81072047042125,0.3,21.94,3.59,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",21,"shrimp_mix",1,19,4
"kou_99",1,3,6,26,36,1.88474,5.215909,0.569805,0.599026,10.5510278254222,0.4,14.91,1.22,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",31,"shrimp_mix",1,19,4
"kou_99",1,3,6,36,46,5.215909,7.349026,0.599026,1.227273,3.35652817005639,1.2,12.57,1.18,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",41,"shrimp_mix",1,19,4
"lep_15",1,1,32,1,8,0.1975309,0.2746914,0.03703704,0.02160494,4.91351327905365,0.4,NA,NA,"crangon","lep_15_1_1","lep_15_1",4.5,"medium_shrimp",1,17.5,4
"lep_15",1,1,32,8,15,0.2746914,0.3641975,0.02160494,0.07098765,3.80696448940686,2.6,NA,NA,"crangon","lep_15_1_1","lep_15_1",11.5,"medium_shrimp",1,17.5,4
"lep_15",1,1,32,15,22,0.3641975,0.5216049,0.07098765,0.02469136,5.38198520878487,0.2,NA,NA,"crangon","lep_15_1_1","lep_15_1",18.5,"medium_shrimp",1,17.5,4
"lep_15",1,1,32,22,36,0.5216049,1.046296,0.02469136,0.1111111,4.94009455527569,0.7,NA,NA,"crangon","lep_15_1_1","lep_15_1",29,"medium_shrimp",1,17.5,4
"syk_03",1,1,18,1,6,0.09251101,0.1101322,0.01762114,0.03524238,5.110132,6.938326,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",3.5,"medium_shrimp",1,23,1
"syk_03",1,1,18,6,11,0.1101322,0.2246696,0.03524238,0.1409692,11.97137,6.629964,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",8.5,"medium_shrimp",1,23,1
"syk_03",1,1,18,11,16,0.2246696,0.3215859,0.1409692,0.1938326,10.73789,6.321594,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",13.5,"medium_shrimp",1,23,1
"syk_03",1,1,18,16,21,0.3215859,0.4977974,0.1938326,0.2819384,7.422907,4.779734,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",18.5,"medium_shrimp",1,23,1
"syk_03",2,4,40,1,6,0.07658643,0.09190372,0.03063456,0.0428884,3.684211,2.842106,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",3.5,"medium_shrimp",1,23,1
"syk_03",2,4,40,6,11,0.09190372,0.1746171,0.0428884,0.1041576,12.63158,1.7193,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",8.5,"medium_shrimp",1,23,1
"syk_03",2,4,40,11,16,0.1746171,0.3032823,0.1041576,0.214442,11.26316,0.947370000000001,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",13.5,"medium_shrimp",1,23,1
"syk_03",2,4,40,16,21,0.3032823,0.5269147,0.214442,0.3798688,11.19298,0.31579,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",18.5,"medium_shrimp",1,23,1
"syk_03",2,5,40,1,6,0.07658643,0.09190372,0.0428884,0.0428884,5.192982,2.45614,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",3.5,"medium_shrimp",1,23,1
"syk_03",2,5,40,6,11,0.09190372,0.1715536,0.0428884,0.1041576,12.38596,1.36842,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",8.5,"medium_shrimp",1,23,1
"syk_03",2,5,40,11,16,0.1715536,0.3185996,0.1041576,0.2021882,12.52632,1.05263,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",13.5,"medium_shrimp",1,23,1
"syk_03",2,5,40,16,21,0.3185996,0.5330416,0.2021882,0.355361,10.35088,0.771929999999999,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",18.5,"medium_shrimp",1,23,1
"syk_03",3,6,4,50,57,5.6,NA,1.6,NA,5.3,1,14.2,1,NA,"syk_03_3_6","syk_03_3",53.5,"medium_shrimp",1,25,1
"syk_03",3,6,4,57,64,NA,8.1,NA,1.4,6.2,0.7,14,0.5,NA,"syk_03_3_6","syk_03_3",60.5,"medium_shrimp",1,25,1
"syk_03",3,6,4,64,71,NA,12.5,NA,3.6,5.5,0.3,14.6,0.3,NA,"syk_03_3_6","syk_03_3",67.5,"medium_shrimp",1,25,1
"syk_03",3,6,4,71,78,NA,27.2,NA,8,5.7,1.5,17.3,2.2,NA,"syk_03_3_6","syk_03_3",74.5,"medium_shrimp",1,25,1
"syk_03",3,7,20,50,57,5.8,NA,0.3,NA,5.1,0.6,15,0.4,NA,"syk_03_3_7","syk_03_3",53.5,"medium_shrimp",1,25,1
"syk_03",3,7,20,57,64,NA,8.2,NA,0.2,6,0.6,13.9,0.8,NA,"syk_03_3_7","syk_03_3",60.5,"medium_shrimp",1,25,1
"syk_03",3,7,20,64,71,NA,12.5,NA,1,5.2,0.8,14.8,0.5,NA,"syk_03_3_7","syk_03_3",67.5,"medium_shrimp",1,25,1
"syk_03",3,7,20,71,78,NA,26.9,NA,1.2,6.3,1.6,14.8,2.8,NA,"syk_03_3_7","syk_03_3",74.5,"medium_shrimp",1,25,1
"syk_03",3,8,48,50,57,5.9,NA,0.3,NA,4.8,0.4,13.8,1.1,NA,"syk_03_3_8","syk_03_3",53.5,"medium_shrimp",1,25,1
"syk_03",3,8,48,57,64,NA,8.3,NA,0.6,5.5,1.1,13.8,0.5,NA,"syk_03_3_8","syk_03_3",60.5,"medium_shrimp",1,25,1
"syk_03",3,8,48,64,71,NA,12.2,NA,0.6,5.6,1.3,14.2,0.7,NA,"syk_03_3_8","syk_03_3",67.5,"medium_shrimp",1,25,1
"syk_03",3,8,48,71,78,NA,25.2,NA,1.3,4.8,0.9,10.7,0.9,NA,"syk_03_3_8","syk_03_3",74.5,"medium_shrimp",1,25,1
"syk_06",1,1,27,0,10,NA,NA,NA,NA,5.577428,1.41710527087364,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",5,"medium_shrimp",1,17,3
"syk_06",1,1,27,10,20,NA,NA,NA,NA,8.464567,1.08766472604865,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",15,"medium_shrimp",1,17,3
"syk_06",1,1,27,20,30,NA,NA,NA,NA,5.314961,0.672482469152915,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",25,"medium_shrimp",1,17,3
"syk_06",1,1,27,30,40,NA,NA,NA,NA,5.183727,0.900010653969702,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",35,"medium_shrimp",1,17,3
"syk_06",1,1,27,40,50,NA,NA,NA,NA,5.577428,1.20878487245428,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",45,"medium_shrimp",1,17,3
"syk_06",1,1,27,50,60,NA,NA,NA,NA,4.92126,0.999725397796066,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",55,"medium_shrimp",1,17,3
"syk_06",1,1,27,60,70,2.614379,3.921569,5.228758,5.228758,3.871391,0.1,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",65,"medium_shrimp",1,17,2
"syk_06",1,1,27,70,80,3.921569,5.228758,5.228758,5.228758,3.674541,0.7,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",75,"medium_shrimp",1,17,2
"syk_06",1,1,27,80,90,5.228758,7.843137,5.228758,5.228758,3.412073,0.9,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",85,"medium_shrimp",1,17,2
"syk_06",1,1,27,90,100,7.843137,11.11111,5.228758,3.921568,3.149606,0.5,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",95,"medium_shrimp",1,17,2
"syk_06",1,1,27,100,110,11.11111,14.37908,3.921568,5.228758,2.821522,0.5,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",105,"medium_shrimp",1,17,2
"syk_06",1,1,27,110,120,14.37908,20.26144,5.228758,6.535948,3.543307,0.1,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",115,"medium_shrimp",1,17,2
"syk_06",1,1,27,120,130,20.26144,26.14379,6.535948,10.457516,2.559055,2.1,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",125,"medium_shrimp",1,17,2
"syk_06",1,1,27,130,140,26.14379,32.67974,10.457516,13.071896,2.165354,0.9,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",135,"medium_shrimp",1,17,2
"syk_06",1,1,27,140,150,32.67974,41.17647,13.071896,14.379084,2.362205,0.1,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",145,"medium_shrimp",1,17,2
"syk_06",1,1,27,150,160,41.17647,54.90196,14.379084,22.22222,2.887139,2.1,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",155,"medium_shrimp",1,17,2
"syk_06",1,1,27,160,170,54.90196,67.32026,22.22222,22.22222,1.968504,0.5,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",165,"medium_shrimp",1,17,2
"syk_06",1,1,27,170,180,67.32026,88.88889,22.22222,28.75816,2.755906,0.3,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",175,"medium_shrimp",1,17,2
"syk_06",1,1,27,180,190,88.88889,118.9542,28.75816,37.9085,2.952756,0.1,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",185,"medium_shrimp",1,17,2
"syk_06",1,1,27,190,200,118.9542,138.5621,37.9085,50.9804,1.574803,1.7,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",195,"medium_shrimp",1,17,2
"syk_06",1,1,27,200,210,138.5621,174.5098,50.9804,61.4379,2.362205,0.5,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",205,"medium_shrimp",1,17,2
"syk_06",1,1,27,210,220,NA,NA,NA,NA,1.377953,0.396948465505641,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",215,"medium_shrimp",1,17,3
"syk_06",3,3,35,0,8,NA,NA,NA,NA,2.207792,1.33714983645979,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",4,"medium_shrimp",1,15,3
"syk_06",3,3,35,8,15,NA,NA,NA,NA,2.467532,0.928896541319924,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",11.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,15,22,NA,NA,NA,NA,2.792208,0.699711570812082,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",18.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,22,29,NA,NA,NA,NA,3.246753,0.695358043773446,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",25.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,29,36,NA,NA,NA,NA,2.857143,0.82152897937033,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",32.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,36,42,NA,NA,NA,NA,1.688312,0.953574782122052,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",39,"medium_shrimp",1,15,3
"syk_06",3,3,35,42,57,NA,NA,NA,NA,1.623377,0.875509064631706,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",49.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,57,71,NA,NA,NA,NA,1.363636,0.596207812466631,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",64,"medium_shrimp",1,15,3
"syk_06",3,3,35,71,78,NA,NA,NA,NA,2.922078,0.634054884304339,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",74.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,78,85,NA,NA,NA,NA,2.727273,0.661393162361167,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",81.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,85,92,NA,NA,NA,NA,2.207792,0.761702704232006,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",88.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,92,99,NA,NA,NA,NA,4.675325,1.20497495845629,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",95.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,99,114,NA,NA,NA,NA,1.363636,0.991049826171973,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",106.5,"medium_shrimp",1,15,3
"syk_06",3,3,35,114,128,NA,NA,NA,NA,3.896104,1.34738104969419,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",121,"medium_shrimp",1,15,3
"syk_06",3,3,35,128,142,NA,NA,NA,NA,5.584416,1.2680677870568,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",135,"medium_shrimp",1,15,3
"syk_06",3,3,35,142,156,NA,NA,NA,NA,3.506494,0.788588379451412,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",149,"medium_shrimp",1,15,3
"syk_06",3,3,35,156,170,5.844156,14.93506,6.493506,5.194806,6.038961,1.3,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",163,"medium_shrimp",1,15,2
"syk_06",3,3,35,170,184,14.93506,22.72727,5.194806,10.38961,3.246753,1.9,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",177,"medium_shrimp",1,15,2
"syk_06",3,3,35,184,198,22.72727,45.45455,10.38961,19.48052,4.87013,0.3,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",191,"medium_shrimp",1,15,2
"syk_06",3,3,35,198,212,45.45455,66.23377,19.48052,23.37662,2.792208,0.1,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",205,"medium_shrimp",1,15,2
"syk_06",4,4,50,0,15,NA,NA,NA,NA,9.921875,0.9020869280834,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",7.5,"medium_shrimp",1,21,3
"syk_06",4,4,50,15,29,NA,NA,NA,NA,10.78125,0.563147992460321,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",22,"medium_shrimp",1,21,3
"syk_06",4,4,50,29,46,NA,NA,NA,NA,8.90625,0.648435867355648,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",37.5,"medium_shrimp",1,21,3
"syk_06",4,4,50,46,60,5.194805,12.33766,5.194806,5.194806,5.234375,1.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",53,"medium_shrimp",1,21,2
"syk_06",4,4,50,60,74,12.33766,21.42857,5.194806,9.09091,4.21875,1.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",67,"medium_shrimp",1,21,2
"syk_06",4,4,50,74,88,21.42857,34.41558,9.09091,15.584416,3.59375,1.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",81,"medium_shrimp",1,21,2
"syk_06",4,4,50,88,102,34.41558,52.5974,15.584416,23.37662,3.4375,1.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",95,"medium_shrimp",1,21,2
"syk_06",4,4,50,102,116,52.5974,72.07792,23.37662,23.37662,2.421875,0.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",109,"medium_shrimp",1,21,2
"syk_13",1,1,50,0,5,NA,NA,NA,NA,6.795181,0.759036,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",2.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,5,10,NA,NA,NA,NA,12.93976,1.26506,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",7.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,10,15,NA,NA,NA,NA,10.62651,2.530119,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",12.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,15,20,NA,NA,NA,NA,12.46988,2.49398,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",17.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,20,25,NA,NA,NA,NA,9.253012,0.542168999999999,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",22.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,25,30,NA,NA,NA,NA,9,1.26506,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",27.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,30,35,NA,NA,NA,NA,4.662651,0.578313,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",32.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,35,40,NA,NA,NA,NA,6.795181,0.86747,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",37.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,40,45,NA,NA,NA,NA,6.686747,0.650603,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",42.5,"medium_shrimp",1,24,1
"syk_13",1,1,50,45,50,NA,NA,NA,NA,6.361446,0.722892000000001,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",47.5,"medium_shrimp",1,24,1
