"publication_id","experiment_id","treatment_id","nsamp","t1","t2","w1","w2","errorw1","errorw2","igr.mu","igr.sd","fr.mu","fr.sd","prey_type","exp_id","experiment","t"
"kou_01","1","7",12,14,24,NA,NA,NA,NA,8.573379,0.191127,14,NA,"mysids;crangon","kou_01_1_7","kou_01_1",19
"kou_01","1","7",12,24,44,NA,NA,NA,NA,6.662116,0.409556,10,NA,"mysids;crangon","kou_01_1_7","kou_01_1",34
"kou_01","1","8",12,4,14,NA,NA,NA,NA,10.32082,0.791807,28,NA,"mysids;crangon","kou_01_1_8","kou_01_1",9
"kou_01","1","8",12,14,24,NA,NA,NA,NA,9.720137,1.63823,20,NA,"mysids;crangon","kou_01_1_8","kou_01_1",19
"kou_01","1","8",12,24,44,NA,NA,NA,NA,6.935154,0.491468,11,NA,"mysids;crangon","kou_01_1_8","kou_01_1",34
"kou_01","1","9",12,4,14,NA,NA,NA,NA,11.87713,0.57338,30,NA,"mysids;crangon","kou_01_1_9","kou_01_1",9
"kou_01","1","9",12,14,24,NA,NA,NA,NA,9.556314,0.464160000000001,22,NA,"mysids;crangon","kou_01_1_9","kou_01_1",19
"kou_01","1","9",12,24,44,NA,NA,NA,NA,7.426621,0.901023,13,NA,"mysids;crangon","kou_01_1_9","kou_01_1",34
"kou_02","1","1",40,NA,19,NA,0.3478992,NA,0.1210084,NA,NA,NA,NA,"crangon","kou_02_1_1","kou_02_1",NA
"kou_02","1","1",40,19,26,0.3478992,0.6352941,0.1210084,0.1915966,NA,NA,NA,NA,"crangon","kou_02_1_1","kou_02_1",22.5
"kou_02","1","1",40,26,29,0.6352941,0.7210084,0.1915966,0.0554622000000001,NA,NA,NA,NA,"crangon","kou_02_1_1","kou_02_1",27.5
"kou_02","2","4",80,19,26,0.4058091,0.659751,0.0522822,0.1219917,NA,NA,NA,NA,"mysids","kou_02_2_4","kou_02_2",22.5
"kou_02","2","4",80,26,29,0.659751,0.7991701,0.1219917,0.0273859,NA,NA,NA,NA,"mysids","kou_02_2_4","kou_02_2",27.5
"kou_02","3","6",36,4,14,NA,0.300813,NA,0.0731707,8.291667,1.125,43.11,5.86,"crangon","kou_02_3_6","kou_02_3",9
"kou_02","3","6",36,14,24,0.300813,0.9512195,0.0731707,0.0731707,8.416667,0.875,44.77,5.36,"crangon","kou_02_3_6","kou_02_3",19
"kou_02","3","6",36,24,29,0.9512195,1.520325,0.0731707,0.105691,7.791667,0.458334000000001,38.14,2.54,"crangon","kou_02_3_6","kou_02_3",26.5
"kou_02","3","6",36,29,34,1.520325,2.065041,0.105691,0.0975609999999999,5.541667,0.916667,33.93,1.64,"crangon","kou_02_3_6","kou_02_3",31.5
"kou_99","1","1",5,6,16,0.2483766,0.7159091,0.02483766,0.3944806,NA,NA,15.78,1.41,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",11
"kou_99","1","1",5,16,26,0.7159091,1.241883,0.3944806,0.336039,NA,NA,11.89,1.27,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",21
"kou_99","1","1",6,26,36,1.241883,2.600649,0.336039,0.423701,NA,NA,10.95,1.07,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",31
"kou_99","1","1",6,36,46,2.600649,3.711039,0.423701,1.198052,NA,NA,9.26,1.23,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",41
"kou_99","1","2",6,6,16,0.2483766,0.6866883,0.02483766,0.3944806,NA,NA,27.23,2.96,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",11
"kou_99","1","2",6,16,26,0.6866883,1.840909,0.3944806,0.540585,NA,NA,19.15,3.45,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",21
"kou_99","1","2",6,26,36,1.840909,4.076299,0.540585,0.511364,NA,NA,13.62,1.51,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",31
"kou_99","1","2",6,36,46,4.076299,5.698052,0.511364,0.818182,NA,NA,10.84,0.8,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",41
"kou_99","1","3",6,6,16,0.2775974,1.066558,0.02775974,0.3652594,NA,NA,30.84,4.2,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",11
"kou_99","1","3",6,16,26,1.066558,1.88474,0.3652594,0.569805,NA,NA,21.94,3.59,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",21
"kou_99","1","3",6,26,36,1.88474,5.215909,0.569805,0.599026,NA,NA,14.91,1.22,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",31
"kou_99","1","3",6,36,46,5.215909,7.349026,0.599026,1.227273,NA,NA,12.57,1.18,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",41
"kou_99","1","4",6,6,46,0.406,2.452,0.66,0.286,4.6,0.19,11.2,1.56,"mysids","kou_99_1_4","kou_99_1",26
"lep_15","1","1",32,1,8,0.1975309,0.2746914,0.03703704,0.02160494,NA,NA,NA,NA,"crangon","lep_15_1_1","lep_15_1",4.5
"lep_15","1","1",32,8,15,0.2746914,0.3641975,0.02160494,0.07098765,NA,NA,NA,NA,"crangon","lep_15_1_1","lep_15_1",11.5
"lep_15","1","1",32,15,22,0.3641975,0.5216049,0.07098765,0.02469136,NA,NA,NA,NA,"crangon","lep_15_1_1","lep_15_1",18.5
"lep_15","1","1",32,22,36,0.5216049,1.046296,0.02469136,0.1111111,NA,NA,NA,NA,"crangon","lep_15_1_1","lep_15_1",29
"mel_03","1","1",10,120,130,82.9,92.8,9,8.9,1.138889,0.7962963,NA,NA,"tiger shrimp","mel_03_1_1","mel_03_1",125
"mel_03","1","2",9,120,130,82.5,102,8.5,9.2,2.111111,0.851852,NA,NA,"tiger shrimp","mel_03_1_2","mel_03_1",125
"mel_03","1","3",10,120,130,84.5,98.2,7.3,8.7,1.490741,0.546297,NA,NA,"tiger shrimp","mel_03_1_3","mel_03_1",125
"mel_03","1","4",10,120,130,84.3,125.8,6.7,10.2,4,1.018519,NA,NA,"tiger shrimp","mel_03_1_4","mel_03_1",125
"mel_03","2","10",5,120,127,82.6,103.4,9.6,10.4,2.268959,1.261023,NA,NA,"tiger shrimp","mel_03_2_10","mel_03_2_",123.5
"mel_03","2","11",5,120,127,83.6,98.6,9.1,11.3,1.651675,0.229277,NA,NA,"tiger shrimp","mel_03_2_11","mel_03_2_",123.5
"mel_03","2","12",5,120,127,83.3,86.4,8.9,9.8,0.3553792,0.84656083,NA,NA,"tiger shrimp","mel_03_2_12","mel_03_2_",123.5
"mel_03","2","5",5,120,127,84.2,103.1,7.7,12.3,1.986772,0.652557,NA,NA,"tiger shrimp","mel_03_2_5","mel_03_2",123.5
"mel_03","2","6",5,120,127,84,97.1,8.9,9.9,1.457672,0.176366,NA,NA,"tiger shrimp","mel_03_2_6","mel_03_2",123.5
"mel_03","2","7",5,120,127,84.6,92.2,6.8,9.4,0.840388,0.4761909,NA,NA,"tiger shrimp","mel_03_2_7","mel_03_2",123.5
"mel_03","2","8",5,120,127,84.3,88.3,7.7,8.4,0.4611993,0.2998236,NA,NA,"tiger shrimp","mel_03_2_8","mel_03_2",123.5
"mel_03","2","9",5,120,127,85.3,116.3,8.3,14.3,3.071429,1.604938,NA,NA,"tiger shrimp","mel_03_2_9","mel_03_2",123.5
"per_04","1","1",40,0,10,NA,NA,NA,NA,6.976589,0.889632000000001,49.51,2.96,NA,"per_04_1_1","per_04_1",5
"per_04","1","1",40,10,15,NA,NA,NA,NA,3.839465,0.655518,42.72,2.7,NA,"per_04_1_1","per_04_1",12.5
"per_04","1","1",24,15,20,NA,NA,NA,NA,11.89298,0.79598,66.83,2.96,NA,"per_04_1_1","per_04_1",17.5
"per_04","1","1",24,20,25,NA,NA,NA,NA,6.508361,0.702341000000001,51.3,6.54,NA,"per_04_1_1","per_04_1",22.5
"per_04","1","1",24,25,30,NA,NA,NA,NA,9.317726,0.983276999999999,39.58,5.7,NA,"per_04_1_1","per_04_1",27.5
"per_04","1","2",40,0,10,NA,NA,NA,NA,7.397993,0.795986,47.39,2.32,NA,"per_04_1_2","per_04_1",5
"per_04","1","2",40,10,15,NA,NA,NA,NA,3.137124,1.170568,44.31,3.34,NA,"per_04_1_2","per_04_1",12.5
"per_04","1","2",24,15,20,NA,NA,NA,NA,10.81605,0.749169999999999,67.46,4.42,NA,"per_04_1_2","per_04_1",17.5
"per_04","1","2",24,20,25,NA,NA,NA,NA,4.541806,0.936455,49.93,4.64,NA,"per_04_1_2","per_04_1",22.5
"per_04","1","2",24,25,30,NA,NA,NA,NA,8.521739,0.795987,37.78,5.46,NA,"per_04_1_2","per_04_1",27.5
"syk_03","1","1",18,1,6,0.09251101,0.1101322,0.01762114,0.03524238,5.110132,6.938326,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",3.5
"syk_03","1","1",18,6,11,0.1101322,0.2246696,0.03524238,0.1409692,11.97137,6.629964,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",8.5
"syk_03","1","1",18,11,16,0.2246696,0.3215859,0.1409692,0.1938326,10.73789,6.321594,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",13.5
"syk_03","1","1",18,16,21,0.3215859,0.4977974,0.1938326,0.2819384,7.422907,4.779734,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",18.5
"syk_03","2","4",40,1,6,0.07658643,0.09190372,0.03063456,0.0428884,3.684211,2.842106,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",3.5
"syk_03","2","4",40,6,11,0.09190372,0.1746171,0.0428884,0.1041576,12.63158,1.7193,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",8.5
"syk_03","2","4",40,11,16,0.1746171,0.3032823,0.1041576,0.214442,11.26316,0.947370000000001,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",13.5
"syk_03","2","4",40,16,21,0.3032823,0.5269147,0.214442,0.3798688,11.19298,0.31579,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",18.5
"syk_03","2","5",40,1,6,0.07658643,0.09190372,0.0428884,0.0428884,5.192982,2.45614,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",3.5
"syk_03","2","5",40,6,11,0.09190372,0.1715536,0.0428884,0.1041576,12.38596,1.36842,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",8.5
"syk_03","2","5",40,11,16,0.1715536,0.3185996,0.1041576,0.2021882,12.52632,1.05263,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",13.5
"syk_03","2","5",40,16,21,0.3185996,0.5330416,0.2021882,0.355361,10.35088,0.771929999999999,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",18.5
"syk_03","3","6",4,50,57,5.6,NA,1.6,NA,5.3,1,14.2,1,NA,"syk_03_3_6","syk_03_3",53.5
"syk_03","3","6",4,57,64,NA,8.1,NA,1.4,6.2,0.7,14,0.5,NA,"syk_03_3_6","syk_03_3",60.5
"syk_03","3","6",4,64,71,NA,12.5,NA,3.6,5.5,0.3,14.6,0.3,NA,"syk_03_3_6","syk_03_3",67.5
"syk_03","3","6",4,71,78,NA,27.2,NA,8,5.7,1.5,17.3,2.2,NA,"syk_03_3_6","syk_03_3",74.5
"syk_03","3","7",20,50,57,5.8,NA,0.3,NA,5.1,0.6,15,0.4,NA,"syk_03_3_7","syk_03_3",53.5
"syk_03","3","7",20,57,64,NA,8.2,NA,0.2,6,0.6,13.9,0.8,NA,"syk_03_3_7","syk_03_3",60.5
"syk_03","3","7",20,64,71,NA,12.5,NA,1,5.2,0.8,14.8,0.5,NA,"syk_03_3_7","syk_03_3",67.5
"syk_03","3","7",20,71,78,NA,26.9,NA,1.2,6.3,1.6,14.8,2.8,NA,"syk_03_3_7","syk_03_3",74.5
"syk_03","3","8",48,50,57,5.9,NA,0.3,NA,4.8,0.4,13.8,1.1,NA,"syk_03_3_8","syk_03_3",53.5
"syk_03","3","8",48,57,64,NA,8.3,NA,0.6,5.5,1.1,13.8,0.5,NA,"syk_03_3_8","syk_03_3",60.5
"syk_03","3","8",48,64,71,NA,12.2,NA,0.6,5.6,1.3,14.2,0.7,NA,"syk_03_3_8","syk_03_3",67.5
"syk_03","3","8",48,71,78,NA,25.2,NA,1.3,4.8,0.9,10.7,0.9,NA,"syk_03_3_8","syk_03_3",74.5
"syk_06","1","1",27,0,10,NA,NA,NA,NA,5.577428,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",5
"syk_06","1","1",27,10,20,NA,NA,NA,NA,8.464567,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",15
"syk_06","1","1",27,20,30,NA,NA,NA,NA,5.314961,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",25
"syk_06","1","1",27,30,40,NA,NA,NA,NA,5.183727,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",35
"syk_06","1","1",27,40,50,NA,NA,NA,NA,5.577428,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",45
"syk_06","1","1",27,50,60,NA,NA,NA,NA,4.92126,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",55
"syk_06","1","1",27,60,70,2.614379,3.921569,5.228758,5.228758,3.871391,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",65
"syk_06","1","1",27,70,80,3.921569,5.228758,5.228758,5.228758,3.674541,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",75
"syk_06","1","1",27,80,90,5.228758,7.843137,5.228758,5.228758,3.412073,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",85
"syk_06","1","1",27,90,100,7.843137,11.11111,5.228758,3.921568,3.149606,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",95
"syk_06","1","1",27,100,110,11.11111,14.37908,3.921568,5.228758,2.821522,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",105
"syk_06","1","1",27,110,120,14.37908,20.26144,5.228758,6.535948,3.543307,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",115
"syk_06","1","1",27,120,130,20.26144,26.14379,6.535948,10.457516,2.559055,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",125
"syk_06","1","1",27,130,140,26.14379,32.67974,10.457516,13.071896,2.165354,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",135
"syk_06","1","1",27,140,150,32.67974,41.17647,13.071896,14.379084,2.362205,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",145
"syk_06","1","1",27,150,160,41.17647,54.90196,14.379084,22.22222,2.887139,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",155
"syk_06","1","1",27,160,170,54.90196,67.32026,22.22222,22.22222,1.968504,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",165
"syk_06","1","1",27,170,180,67.32026,88.88889,22.22222,28.75816,2.755906,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",175
"syk_06","1","1",27,180,190,88.88889,118.9542,28.75816,37.9085,2.952756,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",185
"syk_06","1","1",27,190,200,118.9542,138.5621,37.9085,50.9804,1.574803,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",195
"syk_06","1","1",27,200,210,138.5621,174.5098,50.9804,61.4379,2.362205,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",205
"syk_06","1","1",27,210,220,NA,NA,NA,NA,1.377953,NA,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",215
"syk_06","2","2",30,0,10,NA,NA,NA,NA,18.09524,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",5
"syk_06","2","2",30,10,20,NA,NA,NA,NA,22.30159,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",15
"syk_06","2","2",30,20,30,NA,NA,NA,NA,17.46032,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",25
"syk_06","2","2",30,30,40,1.973684,3.947368,0,0,16.66667,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",35
"syk_06","2","2",30,40,50,3.947368,8.552632,0,0,16.19048,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",45
"syk_06","2","2",30,50,60,8.552632,15.13158,0,0,11.50794,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",55
"syk_06","2","2",30,60,70,15.13158,26.97368,0,0,11.74603,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",65
"syk_06","2","2",30,70,80,26.97368,32.89474,0,0,3.571429,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",75
"syk_06","2","2",30,80,90,32.89474,45.39474,0,0,6.746032,NA,NA,NA,"grass shrimp","syk_06_2_2","syk_06_2",85
"syk_06","3","3",35,0,8,NA,NA,NA,NA,2.207792,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",4
"syk_06","3","3",35,8,15,NA,NA,NA,NA,2.467532,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",11.5
"syk_06","3","3",35,15,22,NA,NA,NA,NA,2.792208,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",18.5
"syk_06","3","3",35,22,29,NA,NA,NA,NA,3.246753,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",25.5
"syk_06","3","3",35,29,36,NA,NA,NA,NA,2.857143,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",32.5
"syk_06","3","3",35,36,42,NA,NA,NA,NA,1.688312,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",39
"syk_06","3","3",35,42,57,NA,NA,NA,NA,1.623377,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",49.5
"syk_06","3","3",35,57,71,NA,NA,NA,NA,1.363636,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",64
"syk_06","3","3",35,71,78,NA,NA,NA,NA,2.922078,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",74.5
"syk_06","3","3",35,78,85,NA,NA,NA,NA,2.727273,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",81.5
"syk_06","3","3",35,85,92,NA,NA,NA,NA,2.207792,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",88.5
"syk_06","3","3",35,92,99,NA,NA,NA,NA,4.675325,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",95.5
"syk_06","3","3",35,99,114,NA,NA,NA,NA,1.363636,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",106.5
"syk_06","3","3",35,114,128,NA,NA,NA,NA,3.896104,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",121
"syk_06","3","3",35,128,142,NA,NA,NA,NA,5.584416,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",135
"syk_06","3","3",35,142,156,NA,NA,NA,NA,3.506494,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",149
"syk_06","3","3",35,156,170,5.844156,14.93506,6.493506,5.194806,6.038961,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",163
"syk_06","3","3",35,170,184,14.93506,22.72727,5.194806,10.38961,3.246753,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",177
"syk_06","3","3",35,184,198,22.72727,45.45455,10.38961,19.48052,4.87013,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",191
"syk_06","3","3",35,198,212,45.45455,66.23377,19.48052,23.37662,2.792208,NA,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",205
"syk_06","4","4",50,0,15,NA,NA,NA,NA,9.921875,NA,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",7.5
"syk_06","4","4",50,15,29,NA,NA,NA,NA,10.78125,NA,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",22
"syk_06","4","4",50,29,46,NA,NA,NA,NA,8.90625,NA,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",37.5
"syk_06","4","4",50,46,60,5.194805,12.33766,5.194806,5.194806,5.234375,NA,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",53
"syk_06","4","4",50,60,74,12.33766,21.42857,5.194806,9.09091,4.21875,NA,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",67
"syk_06","4","4",50,74,88,21.42857,34.41558,9.09091,15.584416,3.59375,NA,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",81
"syk_06","4","4",50,88,102,34.41558,52.5974,15.584416,23.37662,3.4375,NA,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",95
"syk_06","4","4",50,102,116,52.5974,72.07792,23.37662,23.37662,2.421875,NA,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",109
"syk_06","5","5",60,0,10,NA,NA,NA,NA,6.27551,NA,NA,NA,"grass shrimp","syk_06_5_5","syk_06_5",5
"syk_06","5","5",60,10,21,NA,NA,NA,NA,11.17347,NA,NA,NA,"grass shrimp","syk_06_5_5","syk_06_5",15.5
"syk_06","5","5",60,21,30,NA,NA,NA,NA,9.260204,NA,NA,NA,"grass shrimp","syk_06_5_5","syk_06_5",25.5
"syk_06","5","5",60,30,40,1.282051,3.846154,5.128206,5.128206,10.33163,NA,NA,NA,"grass shrimp","syk_06_5_5","syk_06_5",35
"syk_06","5","5",60,40,61,3.846154,16.02564,5.128206,7.692308,13.85204,NA,NA,NA,"grass shrimp","syk_06_5_5","syk_06_5",50.5
"syk_06","5","5",60,61,70,16.02564,30.76923,7.692308,10.25641,6.19898,NA,NA,NA,"grass shrimp","syk_06_5_5","syk_06_5",65.5
"syk_06","5","5",60,70,80,30.76923,45.51282,10.25641,19.23077,3.903061,NA,NA,NA,"grass shrimp","syk_06_5_5","syk_06_5",75
"syk_06","5","5",60,80,91,45.51282,70.51282,19.23077,30.76924,4.515306,NA,NA,NA,"grass shrimp","syk_06_5_5","syk_06_5",85.5
"syk_13","1","1",50,0,5,NA,NA,NA,NA,6.795181,0.759036,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",2.5
"syk_13","1","1",50,5,10,NA,NA,NA,NA,12.93976,1.26506,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",7.5
"syk_13","1","1",50,10,15,NA,NA,NA,NA,10.62651,2.530119,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",12.5
"syk_13","1","1",50,15,20,NA,NA,NA,NA,12.46988,2.49398,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",17.5
"syk_13","1","1",50,20,25,NA,NA,NA,NA,9.253012,0.542168999999999,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",22.5
"syk_13","1","1",50,25,30,NA,NA,NA,NA,9,1.26506,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",27.5
"syk_13","1","1",50,30,35,NA,NA,NA,NA,4.662651,0.578313,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",32.5
"syk_13","1","1",50,35,40,NA,NA,NA,NA,6.795181,0.86747,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",37.5
"syk_13","1","1",50,40,45,NA,NA,NA,NA,6.686747,0.650603,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",42.5
"syk_13","1","1",50,45,50,NA,NA,NA,NA,6.361446,0.722892000000001,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",47.5
"syk_13","1","2",50,0,5,NA,NA,NA,NA,4.156627,0.506025,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",2.5
"syk_13","1","2",50,5,10,NA,NA,NA,NA,5.385542,3.180723,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",7.5
"syk_13","1","2",50,10,15,NA,NA,NA,NA,7.626506,0.578313,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",12.5
"syk_13","1","2",50,15,20,NA,NA,NA,NA,6.506024,1.73494,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",17.5
"syk_13","1","2",50,20,25,NA,NA,NA,NA,7.373494,0.939759,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",22.5
"syk_13","1","2",50,25,30,NA,NA,NA,NA,10.73494,0.83132,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",27.5
"syk_13","1","2",50,30,35,NA,NA,NA,NA,6.108434,0.46988,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",32.5
"syk_13","1","2",50,35,40,NA,NA,NA,NA,7.084337,1.554216,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",37.5
"syk_13","1","2",50,40,45,NA,NA,NA,NA,7.012048,0.939759,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",42.5
"syk_13","1","2",50,45,50,NA,NA,NA,NA,6.939759,0.361445,NA,NA,"grass shrimp","syk_13_1_2","syk_13_1",47.5
"syk_13","1","3",50,0,5,NA,NA,NA,NA,7.156627,0.686747,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",2.5
"syk_13","1","3",50,5,10,NA,NA,NA,NA,2.096386,0.46988,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",7.5
"syk_13","1","3",50,10,15,NA,NA,NA,NA,6,1.373494,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",12.5
"syk_13","1","3",50,15,20,NA,NA,NA,NA,6.506024,1.265061,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",17.5
"syk_13","1","3",50,20,25,NA,NA,NA,NA,7.012048,2.168674,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",22.5
"syk_13","1","3",50,25,30,NA,NA,NA,NA,10.95181,0.79518,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",27.5
"syk_13","1","3",50,30,35,NA,NA,NA,NA,6.180723,0.686747,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",32.5
"syk_13","1","3",50,35,40,NA,NA,NA,NA,6.650602,1.987952,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",37.5
"syk_13","1","3",50,40,45,NA,NA,NA,NA,7.120482,0.903614,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",42.5
"syk_13","1","3",50,45,50,NA,NA,NA,NA,6.759036,1.228916,NA,NA,"grass shrimp","syk_13_1_3","syk_13_1",47.5
